Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,"Primary UZA
 Population",Agency VOMS,Mode,TOS,Mode VOMS,Ratios:,Fare Revenues per Unlinked Passenger Trip ,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,"Cost per
 Hour",Cost per Hour Questionable,Passengers per Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Source Data:,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Any data questionable?,,,,1,,
"Western Piedmont Regional Transit Authority, dba: Greenway Public Transportation",Conover,NC,4172,40172,Independent Public Agency or Authority of Transit Service,Full Reporter,"212,195 ",53,DR,DO,43,,$11.40 ,,0.25 ,,$87.45 ,,1.9 ,,$45.04 ,,$3.60 ,,,"$834,439 ",,"$3,295,044 ",,"73,166 ",,"37,678 ",,"914,350 ",,"638,950 ",,No,,,,,,
"Transit Joint Powers Authority for Merced County, dba: Merced The Bus",Merced,CA,9173,90173,Independent Public Agency or Authority of Transit Service,Full Reporter,"136,969 ",53,MB,PT,38,,$1.57 ,,0.13 ,,$72.81 ,,6.1 ,,$11.85 ,,$1.86 ,,,"$1,093,856 ",,"$8,268,825 ",,"698,012 ",,"113,564 ",,"4,440,224 ",,"1,724,556 ",,No,,,,,,
"City of Everett, dba: EVERETT TRANSIT SYSTEM",Everett,WA,0005,00005,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,059,393 ",53,MB,DO,31,,$0.64 ,,0.04 ,,$190.69 ,,10.6 ,,$18.05 ,,$4.72 ,,,"$520,545 ",,"$14,575,767 ",,"807,733 ",,"76,436 ",,"3,091,043 ",,"890,830 ",,No,,,,,,
"Fort Bend County, Texas, dba: Fort Bend County Public Transportation",Richmond,TX,6103,60103,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,944,332 ",53,MB,PT,3,,$0.52 ,,0.01 ,,$117.14 ,,1.3 ,,$87.62 ,,$19.34 ,,,"$1,795 ",,"$300,111 ",,"3,425 ",,"2,562 ",,"15,515 ",,"25,392 ",,No,,,,,,
"Fort Bend County, Texas, dba: Fort Bend County Public Transportation",Richmond,TX,6103,60103,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,944,332 ",53,DR,PT,29,,$0.58 ,,0.01 ,,$124.23 ,,2.3 ,,$54.12 ,,$4.16 ,,,"$48,977 ",,"$4,603,439 ",,"85,067 ",,"37,057 ",,"1,106,722 ",,"731,850 ",,No,,,,,,
"City of Everett, dba: EVERETT TRANSIT SYSTEM",Everett,WA,0005,00005,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,059,393 ",53,DR,DO,22,,$1.31 ,,0.01 ,,$224.75 ,,2.1 ,,$108.08 ,,$24.47 ,,,"$70,111 ",,"$5,771,690 ",,"53,400 ",,"25,681 ",,"235,854 ",,"297,836 ",,No,,,,,,
"Fort Bend County, Texas, dba: Fort Bend County Public Transportation",Richmond,TX,6103,60103,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,944,332 ",53,CB,PT,21,,$2.81 ,,0.17 ,,$125.57 ,,7.6 ,,$16.55 ,,$0.80 ,,,"$408,163 ",,"$2,403,693 ",,"145,207 ",,"19,143 ",,"3,010,141 ",,"496,705 ",,No,,,,,,
"Transit Joint Powers Authority for Merced County, dba: Merced The Bus",Merced,CA,9173,90173,Independent Public Agency or Authority of Transit Service,Full Reporter,"136,969 ",53,DR,PT,15,,$3.66 ,,0.07 ,,$84.86 ,,1.6 ,,$51.98 ,,$7.26 ,,,"$151,125 ",,"$2,148,430 ",,"41,331 ",,"25,316 ",,"295,821 ",,"335,945 ",,No,,,,,,
"Western Piedmont Regional Transit Authority, dba: Greenway Public Transportation",Conover,NC,4172,40172,Independent Public Agency or Authority of Transit Service,Full Reporter,"212,195 ",53,MB,DO,10,,$0.49 ,,0.04 ,,$61.84 ,,5.0 ,,$12.35 ,,$2.28 ,,,"$63,142 ",,"$1,585,578 ",,"128,376 ",,"25,641 ",,"696,466 ",,"422,692 ",,No,,,,,,
"City of Fort Collins, dba: Transfort",Fort Collins,CO,8011,80011,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"264,465 ",52,RB,DO,6,,$1.02 ,,0.20 ,,$116.92 ,,22.7 ,,$5.15 ,,$1.79 ,,,"$607,450 ",,"$3,077,459 ",,"597,349 ",,"26,321 ",,"1,718,766 ",,"268,926 ",,No,,,,,,
Mid-Delta Transit (MDT),Helena,AR,6R01-004,6R01-60136,Private-Non-Profit Corporation,Rural Reporter,0 ,52,DR,DO,52,,$0.57 ,,0.02 ,,$30.59 ,,1.3 ,,$23.01 ,,$0.00 ,,,"$45,228 ",,"$1,823,194 ",,"79,222 ",,"59,598 ",,0 ,,"1,380,963 ",,No,,,,,,
"Bay Metropolitan Transit Authority, dba: Bay Metro",Bay City,MI,5029,50029,Independent Public Agency or Authority of Transit Service,Full Reporter,"70,585 ",52,MB,DO,38,,$0.46 ,,0.03 ,,$187.80 ,,10.7 ,,$17.48 ,,$2.66 ,,,"$94,402 ",,"$3,571,161 ",,"204,288 ",,"19,016 ",,"1,342,641 ",,"398,200 ",,No,,,,,,
"County of Rockland, dba: Public Transportation - Transport of Rockland",New City,NY,2084,20084,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ",52,MB,PT,33,,$0.53 ,,0.04 ,,$129.24 ,,8.8 ,,$14.63 ,,$1.92 ,,,"$507,154 ",,"$13,936,336 ",,"952,277 ",,"107,829 ",,"7,256,807 ",,"1,954,156 ",,No,,,,,,
"City of Fort Collins, dba: Transfort",Fort Collins,CO,8011,80011,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"264,465 ",52,MB,DO,32,,$1.64 ,,0.19 ,,$119.24 ,,13.9 ,,$8.60 ,,$2.14 ,,,"$1,923,594 ",,"$10,078,825 ",,"1,171,552 ",,"84,528 ",,"4,717,625 ",,"1,057,924 ",,No,,,,,,
"Cambria County Transit Authority, dba: CamTran",Johnstown,PA,3012,30012,Independent Public Agency or Authority of Transit Service,Full Reporter,"69,014 ",52,MB,DO,32,,$0.67 ,,0.08 ,,$104.97 ,,12.6 ,,$8.34 ,,$2.36 ,,,"$661,133 ",,"$8,287,625 ",,"993,623 ",,"78,956 ",,"3,510,710 ",,"1,043,115 ",,No,,,,,,
Saginaw Transit Authority Regional Service,Saginaw,MI,5039,50039,Independent Public Agency or Authority of Transit Service,Full Reporter,"126,265 ",52,MB,DO,28,,$1.73 ,,0.10 ,,$136.44 ,,8.3 ,,$16.54 ,,$2.52 ,,,"$579,045 ",,"$5,545,193 ",,"335,348 ",,"40,641 ",,"2,196,255 ",,"537,495 ",,No,,,,,,
Saginaw Transit Authority Regional Service,Saginaw,MI,5039,50039,Independent Public Agency or Authority of Transit Service,Full Reporter,"126,265 ",52,DR,DO,24,,$8.36 ,,0.12 ,,$198.20 ,W,2.7 ,W,$72.68 ,,$14.21 ,,,"$308,814 ",,"$2,683,378 ",,"36,921 ",,"13,539 ",W,"188,782 ",,"358,147 ",W,Yes,,,,,,
"Cambria County Transit Authority, dba: CamTran",Johnstown,PA,3012,30012,Independent Public Agency or Authority of Transit Service,Full Reporter,"69,014 ",52,IP,DO,2,,$1.99 ,,0.12 ,,$925.33 ,,56.6 ,,$16.36 ,,$96.24 ,,,"$81,221 ",,"$668,090 ",,"40,835 ",,722 ,,"6,942 ",,"1,832 ",,No,,,,,,
"City of Fort Collins, dba: Transfort",Fort Collins,CO,8011,80011,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"264,465 ",52,MB,PT,2,,$0.00 ,,0.00 ,,$58.57 ,,2.9 ,,$19.87 ,,$4.51 ,,,$0 ,,"$98,565 ",,"4,961 ",,"1,683 ",,"21,851 ",,"21,378 ",,No,,,,,,
"City of Fort Collins, dba: Transfort",Fort Collins,CO,8011,80011,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"264,465 ",52,DR,PT,2,,$3.27 ,,0.11 ,,$103.27 ,,3.5 ,,$29.26 ,,$3.40 ,,,"$10,513 ",,"$93,972 ",,"3,212 ",,910 ,,"27,638 ",,"13,302 ",,No,,,,,,
"County of Rockland, dba: Public Transportation - Transport of Rockland",New City,NY,2084,20084,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ",52,DR,DO,19,,$0.90 ,,0.01 ,,$182.86 ,,1.9 ,,$95.16 ,,$11.71 ,,,"$26,441 ",,"$2,801,976 ",,"29,446 ",,"15,323 ",,"239,243 ",,"270,568 ",,No,,,,,,
"Cambria County Transit Authority, dba: CamTran",Johnstown,PA,3012,30012,Independent Public Agency or Authority of Transit Service,Full Reporter,"69,014 ",52,DR,DO,18,,$17.31 ,,0.52 ,,$84.83 ,,2.6 ,,$33.02 ,,$3.31 ,,,"$891,428 ",,"$1,700,303 ",,"51,492 ",,"20,043 ",,"513,082 ",,"336,967 ",,No,,,,,,
"Bay Metropolitan Transit Authority, dba: Bay Metro",Bay City,MI,5029,50029,Independent Public Agency or Authority of Transit Service,Full Reporter,"70,585 ",52,DR,DO,14,,$1.27 ,,0.02 ,,$150.80 ,,1.9 ,,$78.98 ,,$8.92 ,,,"$66,204 ",,"$4,104,679 ",,"51,969 ",,"27,219 ",,"460,056 ",,"390,050 ",,No,,,,,,
"City of Fort Collins, dba: Transfort",Fort Collins,CO,8011,80011,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"264,465 ",52,DR,TX,10,,$0.73 ,,0.02 ,,$57.79 ,,1.6 ,,$36.58 ,,$7.39 ,,,"$14,582 ",,"$727,039 ",,"19,878 ",,"12,581 ",,"98,392 ",,"155,079 ",,No,,,,,,
"First Tennessee Human Resource Agency, dba: N.E.T. Trans",Johnson City,TN,4R08-001,40950,Independent Public Agency or Authority of Transit Service,Full Reporter,"120,415 ",51,DR,DO,51,,$1.99 ,,0.06 ,,$42.87 ,,1.3 ,,$33.00 ,,$2.05 ,,,"$260,872 ",,"$4,325,138 ",,"131,072 ",,"100,879 ",,"2,110,205 ",,"2,359,461 ",,No,,,,,,
"South Bend Public Transportation Corporation, dba: Transpo",South Bend,IN,5052,50052,Independent Public Agency or Authority of Transit Service,Full Reporter,"278,165 ",51,MB,DO,35,,$0.84 ,,0.09 ,,$106.11 ,,10.9 ,,$9.77 ,,$2.60 ,,,"$750,779 ",,"$8,708,110 ",,"890,940 ",,"82,068 ",,"3,346,326 ",,"1,056,475 ",,No,,,,,,
"South Bend Public Transportation Corporation, dba: Transpo",South Bend,IN,5052,50052,Independent Public Agency or Authority of Transit Service,Full Reporter,"278,165 ",51,DR,DO,16,,$1.71 ,,0.05 ,,$87.64 ,,2.4 ,,$35.95 ,,$5.19 ,,,"$82,555 ",,"$1,738,541 ",,"48,354 ",,"19,837 ",,"334,753 ",,"263,358 ",,No,,,,,,
"Yolo County Transportation District, dba: Yolobus",Woodland,CA,9090,90090,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,723,634 ",50,DR,PT,9,,$3.68 ,,0.04 ,,$130.85 ,,1.4 ,,$93.23 ,,$6.64 ,,,"$79,250 ",,"$2,006,382 ",,"21,520 ",,"15,334 ",,"302,270 ",,"263,128 ",,No,,,,,,
"County of Douglas, dba: Connect Douglas",Douglasville,GA,4082,40082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,515,419 ",50,MB,PT,8,,$1.70 ,,0.02 ,,$79.83 ,,0.9 ,,$85.17 ,,$11.18 ,W,,"$35,870 ",,"$1,798,751 ",,"21,120 ",,"22,532 ",,"160,893 ",W,"400,246 ",,Yes,,,,,,
"County of Douglas, dba: Connect Douglas",Douglasville,GA,4082,40082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,515,419 ",50,DR,DO,6,,$0.00 ,,0.00 ,,$198.73 ,,3.1 ,,$64.45 ,,$5.31 ,,,$0 ,,"$285,371 ",,"4,428 ",,"1,436 ",,"53,699 ",,"32,982 ",,No,,,,,,
"United Community Action Program, Inc., dba: Cimmaron Public Transit System",Pawnee,OK,6R04-009,6R04-60146,Private-Non-Profit Corporation,Rural Reporter,0 ,50,DR,DO,50,,$0.86 ,,0.04 ,,$26.29 ,,1.3 ,,$20.38 ,,$0.00 ,,,"$77,307 ",,"$1,841,348 ",,"90,330 ",,"70,027 ",,0 ,,"909,280 ",,No,,,,,,
"Yolo County Transportation District, dba: Yolobus",Woodland,CA,9090,90090,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,723,634 ",50,MB,PT,41,,$1.65 ,,0.13 ,,$127.33 ,,9.8 ,,$12.97 ,,$1.13 ,,,"$1,505,798 ",,"$11,857,667 ",,"914,054 ",,"93,123 ",,"10,515,437 ",,"1,832,235 ",,No,,,,,,
"Town of Blacksburg, dba: Blacksburg Transit",Blacksburg,VA,3091,30091,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"88,542 ",50,MB,DO,40,,$0.48 ,,0.20 ,,$92.52 ,,39.9 ,,$2.32 ,,$1.28 ,W,,"$1,680,124 ",,"$8,198,043 ",,"3,532,537 ",,"88,605 ",,"6,384,425 ",W,"929,727 ",,Yes,,,,,,
"County of Douglas, dba: Connect Douglas",Douglasville,GA,4082,40082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,515,419 ",50,DR,PT,4,,$0.82 ,,0.01 ,,$187.08 ,,1.4 ,,$135.24 ,,$14.75 ,,,"$4,432 ",,"$732,991 ",,"5,420 ",,"3,918 ",,"49,699 ",,"38,610 ",,No,,,,,,
"City of Eau Claire, dba: Eau Claire Transit",Eau Claire,WI,5099,50099,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"102,852 ",50,DR,PT,34,,$4.75 ,,0.23 ,,$53.78 ,,2.6 ,,$20.89 ,,$2.23 ,,,"$123,937 ",,"$544,996 ",,"26,087 ",,"10,134 ",,"244,311 ",,"216,196 ",,No,,,,,,
"County of Douglas, dba: Connect Douglas",Douglasville,GA,4082,40082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,515,419 ",50,VP,DO,32,,$2.97 ,,0.11 ,,$133.28 ,,4.7 ,,$28.10 ,,$0.90 ,,,"$40,384 ",,"$381,441 ",,"13,576 ",,"2,862 ",,"423,558 ",,"107,822 ",,No,,,,,,
"Collier County, dba: Collier Area Transit",Naples,FL,4140,40140,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"310,298 ",50,DR,PT,28,,$1.87 ,,0.04 ,,$73.14 ,,1.5 ,,$49.14 ,,$3.78 ,,,"$151,711 ",,"$3,979,766 ",,"80,995 ",,"54,410 ",,"1,052,815 ",,"1,088,930 ",,No,,,,,,
"Manatee County Board of County Commissioners, dba: Manatee County Area Transit",Sarasota,FL,4026,40026,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"643,260 ",50,DR,DO,27,,$1.99 ,,0.03 ,,$113.01 ,,1.7 ,,$68.40 ,,$7.46 ,,,"$132,147 ",,"$4,543,221 ",,"66,421 ",,"40,203 ",,"609,234 ",,"461,575 ",,No,,,,,,
Rockford Mass Transit District,Rockford,IL,5058,50058,Independent Public Agency or Authority of Transit Service,Full Reporter,"296,863 ",50,DR,DO,26,,$3.60 ,,0.09 ,,$78.26 ,,2.1 ,,$38.16 ,,$4.68 ,,,"$409,780 ",,"$4,339,407 ",,"113,721 ",,"55,450 ",,"926,431 ",,"827,798 ",,No,,,,,,
Rockford Mass Transit District,Rockford,IL,5058,50058,Independent Public Agency or Authority of Transit Service,Full Reporter,"296,863 ",50,MB,DO,24,,$0.56 ,,0.05 ,,$147.13 ,,14.3 ,,$10.31 ,,$2.36 ,,,"$707,974 ",,"$13,086,680 ",,"1,269,376 ",,"88,947 ",,"5,534,479 ",,"1,148,870 ",,No,,,,,,
"Manatee County Board of County Commissioners, dba: Manatee County Area Transit",Sarasota,FL,4026,40026,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"643,260 ",50,MB,DO,23,,$0.34 ,,0.04 ,,$116.01 ,,12.8 ,,$9.08 ,,$1.88 ,,,"$413,435 ",,"$10,890,867 ",,"1,199,589 ",,"93,882 ",,"5,808,067 ",,"1,369,498 ",,No,,,,,,
"Collier County, dba: Collier Area Transit",Naples,FL,4140,40140,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"310,298 ",50,MB,PT,22,,$1.00 ,,0.08 ,,$105.30 ,,8.8 ,,$11.98 ,,$1.65 ,,,"$640,375 ",,"$7,699,371 ",,"642,428 ",,"73,117 ",,"4,657,060 ",,"1,387,236 ",,No,,,,,,
"City of Eau Claire, dba: Eau Claire Transit",Eau Claire,WI,5099,50099,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"102,852 ",50,MB,DO,16,,$1.16 ,,0.11 ,,$95.88 ,,9.2 ,,$10.46 ,,$4.09 ,,,"$501,072 ",,"$4,527,113 ",,"432,693 ",,"47,215 ",,"1,107,694 ",,"675,034 ",,No,,,,,,
"Town of Blacksburg, dba: Blacksburg Transit",Blacksburg,VA,3091,30091,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"88,542 ",50,DR,DO,10,,$0.43 ,,0.01 ,,$84.23 ,,1.8 ,,$46.05 ,,$14.45 ,,,"$10,597 ",,"$1,138,430 ",,"24,724 ",,"13,516 ",,"78,771 ",,"128,291 ",,No,,,,,,
Santee Wateree Regional Transportation Authority,Sumter,SC,4100,40100,Independent Public Agency or Authority of Transit Service,Full Reporter,"73,107 ",49,CB,DO,7,,$0.95 ,,0.04 ,,$85.45 ,,3.5 ,,$24.52 ,,$0.53 ,,,"$8,102 ",,"$209,269 ",,"8,535 ",,"2,449 ",,"398,585 ",,"68,092 ",,No,,,,,,
"City of Gardena, dba: GTrans",Gardena,CA,9042,90042,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"12,150,996 ",49,DR,DO,6,,$0.55 ,,0.01 ,,$125.57 ,,2.4 ,,$51.93 ,,$14.81 ,,,"$9,306 ",,"$880,125 ",,"16,949 ",,"7,009 ",,"59,447 ",,"49,555 ",,No,,,,,,
Lower Rio Grande Valley Development Council,Weslaco,TX,6090,60090,"MPO, COG or Other Planning Agency",Full Reporter,"728,825 ",49,DR,DO,5,,$0.00 ,,0.00 ,,$71.40 ,,2.0 ,,$35.34 ,,$2.11 ,,,$0 ,,"$423,051 ",,"11,972 ",,"5,925 ",,"200,052 ",,"109,420 ",,No,,,,,,
"Inca Community Services, Inc., dba: JAMM Transit",Tishomingo,OK,6R04-003,6R04-60205,Private-Non-Profit Corporation,Rural Reporter,0 ,49,DR,DO,49,,$0.20 ,,0.01 ,,$36.02 ,,2.6 ,,$13.88 ,,$0.00 ,,,"$27,186 ",,"$1,848,820 ",,"133,219 ",,"51,321 ",,0 ,,"655,402 ",,No,,,,,,
Lower Rio Grande Valley Development Council,Weslaco,TX,6090,60090,"MPO, COG or Other Planning Agency",Full Reporter,"728,825 ",49,MB,DO,44,,$0.00 ,,0.00 ,,$71.24 ,,3.3 ,,$21.38 ,,$2.42 ,,,$0 ,,"$6,225,867 ",,"291,138 ",,"87,395 ",,"2,570,749 ",,"2,002,270 ",,No,,,,,,
"City of Gardena, dba: GTrans",Gardena,CA,9042,90042,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"12,150,996 ",49,MB,DO,43,,$0.67 ,W,0.07 ,,$191.37 ,,20.4 ,W,$9.37 ,W,$2.46 ,W,,"$1,601,489 ",,"$22,389,592 ",,"2,389,961 ",W,"116,995 ",,"9,117,631 ",W,"1,454,826 ",,Yes,,,,,,
"Transit Authority of Central Kentucky, dba: TACK Transportation",Elizabethtown,KY,4191,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,"73,467 ",49,MB,DO,4,,$0.00 ,,0.00 ,,$68.16 ,,6.4 ,,$10.60 ,,$0.57 ,,,$0 ,,"$247,166 ",,"23,314 ",,"3,626 ",,"429,940 ",,"29,116 ",,No,,,,,,
"Transit Authority of Central Kentucky, dba: TACK Transportation",Elizabethtown,KY,4191,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,"73,467 ",49,DR,DO,32,,$15.13 ,,0.49 ,,$43.83 ,,1.4 ,,$30.61 ,,$1.71 ,,,"$1,615,551 ",,"$3,267,831 ",,"106,760 ",,"74,558 ",,"1,906,197 ",,"1,439,760 ",,No,,,,,,
Santee Wateree Regional Transportation Authority,Sumter,SC,4100,40100,Independent Public Agency or Authority of Transit Service,Full Reporter,"73,107 ",49,DR,DO,32,,$6.06 ,,0.15 ,,$129.69 ,,3.3 ,,$39.47 ,,$4.65 ,,,"$118,837 ",,"$774,615 ",,"19,626 ",,"5,973 ",,"166,693 ",,"96,236 ",,No,,,,,,
"Fort Wayne Public Transportation Corporation, dba: Citilink",Fort Wayne,IN,5044,50044,Independent Public Agency or Authority of Transit Service,Full Reporter,"313,492 ",49,MB,DO,29,,$1.01 ,,0.09 ,,$117.17 ,,10.8 ,,$10.85 ,,$3.58 ,,,"$1,068,036 ",,"$11,475,722 ",,"1,057,779 ",,"97,939 ",,"3,205,070 ",,"1,364,133 ",,No,,,,,,
San Luis Obispo Regional Transit Authority,San Luis Obispo,CA,9206,90206,Independent Public Agency or Authority of Transit Service,Full Reporter,"59,219 ",49,MB,DO,25,,$1.20 ,,0.12 ,,$163.58 ,,16.0 ,,$10.21 ,,$0.89 ,,,"$967,074 ",,"$8,193,069 ",,"802,612 ",,"50,087 ",,"9,234,327 ",,"1,199,399 ",,No,,,,,,
San Luis Obispo Regional Transit Authority,San Luis Obispo,CA,9206,90206,Independent Public Agency or Authority of Transit Service,Full Reporter,"59,219 ",49,DR,DO,24,,$3.12 ,,0.04 ,,$148.24 ,,1.7 ,,$88.63 ,,$9.95 ,,,"$136,926 ",,"$3,890,551 ",,"43,898 ",,"26,245 ",,"391,118 ",,"402,798 ",,No,,,,,,
"Fort Wayne Public Transportation Corporation, dba: Citilink",Fort Wayne,IN,5044,50044,Independent Public Agency or Authority of Transit Service,Full Reporter,"313,492 ",49,DR,DO,20,,$2.30 ,,0.04 ,,$106.57 ,,1.8 ,,$60.56 ,,$6.52 ,,,"$108,355 ",,"$2,849,651 ",,"47,056 ",,"26,739 ",,"437,258 ",,"346,287 ",,No,,,,,,
"Transit Authority of Central Kentucky, dba: TACK Transportation",Elizabethtown,KY,4191,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,"73,467 ",49,VP,DO,13,,$6.60 ,,1.45 ,,$26.23 ,,5.8 ,,$4.54 ,,$0.11 ,,,"$169,845 ",,"$116,769 ",,"25,721 ",,"4,452 ",,"1,056,202 ",,"179,374 ",,No,,,,,,
Santee Wateree Regional Transportation Authority,Sumter,SC,4100,40100,Independent Public Agency or Authority of Transit Service,Full Reporter,"73,107 ",49,MB,DO,10,,$0.29 ,,0.02 ,,$90.62 ,,6.2 ,,$14.71 ,,$2.49 ,,,"$33,719 ",,"$1,702,339 ",,"115,689 ",,"18,785 ",,"684,879 ",,"313,254 ",,No,,,,,,
"City of Elk Grove, dba: e-tran",Elk Grove,CA,9205,90205,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,723,634 ",48,DR,PT,9,,$4.51 ,,0.05 ,,$121.37 ,,1.5 ,,$82.71 ,,$12.71 ,,,"$70,202 ",,"$1,288,739 ",,"15,581 ",,"10,618 ",,"101,365 ",,"114,774 ",,No,,,,,,
"City of Decatur, Il, dba: Decatur Public Transit System",Decatur,IL,5061,50061,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"93,863 ",48,DR,PT,5,,$1.05 ,,0.03 ,,$76.15 ,,2.0 ,,$38.68 ,,$12.07 ,,,"$7,592 ",,"$280,621 ",,"7,255 ",,"3,685 ",,"23,244 ",,"32,084 ",,No,,,,,,
"City of Decatur, Il, dba: Decatur Public Transit System",Decatur,IL,5061,50061,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"93,863 ",48,DR,DO,5,,$1.56 ,,0.03 ,,$119.01 ,,2.3 ,,$52.05 ,,$13.15 ,,,"$15,556 ",,"$517,910 ",,"9,950 ",,"4,352 ",,"39,388 ",,"49,019 ",,No,,,,,,
Nebraska Department of Transportation,Lincoln,NE,,70275,State Government Unit or Department of Transportation,Reduced Reporter,"725,008 ",48,VP,PT,48,,$5.18 ,,1.24 ,,$19.44 ,,4.7 ,,$4.17 ,,$0.00 ,,,"$509,258 ",,"$409,914 ",,"98,246 ",,"21,090 ",,0 ,,"897,949 ",,No,,,,,,
New Mexico Department of Transportation,Santa Fe,NM,,66339,State Government Unit or Department of Transportation,Full Reporter,"128,600 ",48,VP,PT,48,,$5.49 ,,1.24 ,,$17.41 ,W,3.9 ,W,$4.42 ,,$0.07 ,,,"$553,475 ",,"$445,877 ",,"100,833 ",,"25,607 ",W,"6,463,541 ",,"1,465,279 ",,Yes,,,,,,
"Rural Economic Assistance League, Inc.",Alice,TX,6R05-011,6R05-60175,Private-Non-Profit Corporation,Rural Reporter,0 ,48,DR,DO,48,,$1.02 ,,0.06 ,,$58.31 ,,3.3 ,,$17.81 ,,$0.00 ,,,"$146,822 ",,"$2,566,358 ",,"144,102 ",,"44,009 ",,0 ,,"859,337 ",,No,,,,,,
County of Kaua'i - Transportation Agency,Lihue,HI,9R03-004,9R03-90237,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,48,MB,DO,36,,$0.92 ,,0.11 ,,$97.21 ,,11.2 ,,$8.71 ,,$0.00 ,,,"$540,497 ",,"$5,112,690 ",,"587,169 ",,"52,596 ",,0 ,,"999,926 ",,No,,,,,,
Chelan Douglas PTBA,Wenatchee,WA,0043,00043,Independent Public Agency or Authority of Transit Service,Full Reporter,"67,227 ",48,MB,DO,32,,$0.19 ,,0.01 ,,$154.01 ,,7.9 ,,$19.53 ,,$2.86 ,,,"$134,902 ",,"$13,774,097 ",,"705,115 ",,"89,434 ",,"4,808,884 ",,"1,804,052 ",,No,,,,,,
"OCCK, Inc.",Salina,KS,7R02-033,7R02-70145,Private-Non-Profit Corporation,Rural Reporter,0 ,48,DR,DO,30,,$1.10 ,,0.05 ,,$63.75 ,,2.8 ,,$23.12 ,,$0.00 ,,,"$78,210 ",,"$1,637,688 ",,"70,823 ",,"25,688 ",,0 ,,"647,537 ",,No,,,,,,
Rogue Valley Transportation District,Medford,OR,0034,00034,Independent Public Agency or Authority of Transit Service,Full Reporter,"154,081 ",48,MB,DO,28,,$1.07 ,,0.09 ,,$150.00 ,,12.6 ,,$11.93 ,,$2.14 ,,,"$1,117,972 ",,"$12,434,682 ",,"1,042,725 ",,"82,896 ",,"5,818,406 ",,"1,175,743 ",,No,,,,,,
"City of Elk Grove, dba: e-tran",Elk Grove,CA,9205,90205,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,723,634 ",48,CB,PT,23,,$2.08 ,,0.26 ,,$141.50 ,,17.6 ,,$8.04 ,,$0.63 ,,,"$599,474 ",,"$2,315,972 ",,"288,005 ",,"16,367 ",,"3,671,734 ",,"298,401 ",,No,,,,,,
Rogue Valley Transportation District,Medford,OR,0034,00034,Independent Public Agency or Authority of Transit Service,Full Reporter,"154,081 ",48,DR,PT,20,,$2.59 ,,0.05 ,,$76.19 ,,1.6 ,,$49.10 ,,$7.21 ,,,"$112,176 ",,"$2,126,061 ",,"43,300 ",,"27,906 ",,"295,081 ",,"369,084 ",,No,,,,,,
